CMSL#,District,Trade Class,Active?,Location Name,Brand Code,Phone,Fax,Physical Address 1,Physical Address 2,City,Province,PostCode,Open 24 hours?,opens,closes,Food Store?,Restaurant?,Service Station?,No.of bays,Carwash?,Carwash Type 1,Carwash Type 2,Truckwash?,Travel Stop?,Cardlock Type,ATM Banking?,SaniDump?,Showers?,Trucker Lounge?,Weigh-Scale?,Laundry?,Lottery?,Used Oil Depot?,Tire Repair?,Diesel?,Gasoline?,Ethanol?,Propane?,NGV?,Division,ALT-cd,System,MS-cd,Husky Market?,Pay@Pump?,Propane Tank Exchange?,Cust-no,Acc.Type,Site Terms,Tank Terms,Reseller id #,Excemption License #,Rent Terms,MeterProducts,ss-commission,fs-commission,cl-commission,SiteProducts,Latitude, Longitude,Motorists with Disabilities?,Bulk DEF
6200,221,SSERV,no,YORKTON STOP N SHOP,MOHAWK,(306)782-4434,(000)000-0000,YORKTON STOP N SHOP,350 BROADWAY ST W,YORKTON,SK,S3N 0N9,no,700,2200,yes,no,no,,yes,Wand Wash,,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,2,ALT09,no,MS008,no,?,no,667388,R4,30,,825101942RT0001,,ERNT,,,,,,51.21004929,-102.4844903,yes,no
6201,221,FSERV,no,CANORA GATEWAY,HUSKY,(306)563-5841,(306)563-5861,CANORA GATEWAY,JUNCTION 5 & 9,CANORA,SK,S0A 0L0,no,800,2400,yes,no,no,,no,,,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,no,no,2,ALT09,yes,MS008,no,?,no,666729,R7,PREPAY,,,EXEMPT,,,,,,,51.629577,-102.423393,yes,no
6244,103,SSERV,yes,HUSKY PENTICTON CARWASH,HUSKY,(250)492-4330,(250)492-4330,HUSKY PENTICTON CARWASH,1635 MAIN ST,PENTICTON,BC,V2A 5G9,no,600,2300,yes,no,no,,no,Wand Wash,,no,no,,yes,yes,no,no,no,no,yes,no,no,yes,yes,no,no,no,1,ALT04,no,MS006,no,yes,yes,667865,R7,E30,CONS,867039307RT,,ERNT,104;131;173;175;,;;;;, 1.00; 1.00; 1.00; 1.00;,;;;;,104;131;173;175;,49.48051556,-119.5847912,yes,no
6245,103,SSERV,yes,PENTICTON HUSKY FS,HUSKY,(250)492-2846,(250)490-0694,PENTICTON HUSKY FS,975 WESTMINSTER AVE,PENTICTON,BC,V2A 1L3,no,600,2300,yes,no,no,,no,,,no,no,,yes,no,no,no,no,no,yes,no,no,yes,yes,no,no,no,1,ALT04,no,MS006,no,yes,yes,667865,R7,E30,CONS,867039307RT,,ERNT,104;131;173;175;,;;;;, 1.00; 1.00; 1.00; 1.00;,;;;;,104;131;173;175;,49.496888,-119.60966,yes,no
6251,220,SSERV,yes,PONOKA HUSKY,HUSKY,(403)783-5995,(403)704-2262,PONOKA HUSKY,5702 HWY 2A,PONOKA,AB,T4J 1M1,no,600,2300,yes,no,no,,no,,,no,no,,no,no,no,no,no,no,yes,no,no,yes,yes,yes,no,no,2,ALT04,yes,MS007,no,?,no,667364,R4,E30,ECOD,820541092RT,,ERNT,,,,,131;154;174;175;,52.68326933,-113.5808151,yes,no
6328,224,FSERV,no,PINCHER CREEK HUSKY,HUSKY,(403)627-3188,(000)000-0000,PINCHER CREEK HUSKY,HWY 3 & 6,PINCHER CREEK,AB,T0K 1W0,no,600,2200,yes,yes,no,,no,,,no,no,,no,no,no,no,no,no,?,no,no,yes,yes,yes,yes,no,2,ALT09,yes,MS007,no,?,no,7120,R4,CC,,R137432480,,ERNT,,,,,,49.49275,-113.954044,yes,no
6329,224,FSERV,no,PINCHER CREEK HUSKY,HUSKY,(403)627-3188,             ,PINCHER CREEK HUSKY,HWY 3 & 6,PINCHER CREEK,AB,T0K 1W0,no,600,2200,yes,yes,no,,no,,,no,no,,no,no,no,no,no,no,?,no,no,yes,yes,yes,yes,no,2,ALT09,yes,MS007,no,?,no,7120,R4,CC,,R137432480,,,,,,,,0,0,yes,no
6452,222,SSERV,yes,PORTAGE LA PRAIRIE HUSKY,HUSKY,(204)857-3178,(204)857-3178,PORTAGE LA PRAIRIE HUSKY,1120 SASKATCHEWAN AVE E,PTGE LA PRAIRIE,MB,R1N 3C2,no,600,2200,yes,no,no,,no,,,no,no,,yes,no,no,no,no,no,yes,no,no,yes,yes,yes,yes,no,2,ALT04,no,MS009,no,yes,yes,667889,R4,30,CONS,897473062RT,,ERNT,131;173;174;175;, 1.00; 1.00; 1.00; 1.00;,;;;;,;;;;,131;173;174;175;,49.973132,-98.305118,yes,no
6461,112,SPISL,no,REDWOOD HUSKY FS,HUSKY,(250)786-5260,(250)786-7906,REDWOOD HUSKY FS,5100 50 AVE,POUCE COUPE,BC,V0C 2C0,no,530,2200,yes,yes,no,,yes,Wand Wash,,no,no,,no,no,no,no,no,yes,yes,no,no,yes,yes,yes,no,no,1,ALT09,yes,MS006,no,?,no,472209,R4,PREPAY,,102607538RT,618049,,,,,,,55.715908,-120.133948,yes,no
6503,104,SSERV,yes,HART HWY HUSKY,HUSKY,(250)962-2742,(250)962-0530,HART HWY HUSKY,8087 HART HWY,PRINCE GEORGE,BC,V2K 3B8,yes,,,yes,no,no,,yes,,,yes,no,Husky Route Commander,no,yes,yes,no,no,no,yes,no,no,yes,yes,yes,yes,no,1,ALT07,no,MS006,no,yes,no,667307,R4,ECOD,ECOD,856706965RT,,ERNT,,,,,104;131;175;9104;9131;,54.004245,-122.801177,no,no
6506,232,FSERV,no,PA INDUSTRIAL DR HUSKY,HUSKY,(306)922-0700,(000)000-0000,PA INDUSTRIAL DR HUSKY    ,496 SOUTH INDUSTRIAL DR,PRINCE ALBERT,SK,S6V 7L8,no,600,2300,yes,no,no,,no,,,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,2,ALT09,no,MS008,no,?,no,667151,R4,30,,811207349RT,2333227,ERNT,,,,,,53.18032446,-105.740431,yes,no
6519,347,SSERV,yes,PRINCE GEORGE HUSKY TC,HUSKY,(250)563-5521,(250)563-5459,PRINCE GEORGE HUSKY TC,1148 PACIFIC ST,PRINCE GEORGE,BC,V2N 5S3,yes,,,yes,yes,no,,no,,,no,no,Husky Route Commander,yes,no,yes,no,no,no,yes,no,no,yes,yes,yes,no,no,3,ALT01,no,MS006,no,yes,no,667317,R1,E30,CONS,848936027RT,,ERNT,104;131;173;175;9131;,; 0.70;;; 0.70;, 0.70; 0.70; 0.70; 0.70;;,; 1.00;;; 1.00;,104;131;173;175;9131;,53.87259,-122.73639,no,no
6523,112,SPISL,no,HUSKY FS,HUSKY,(250)562-4368,(250)562-1687,HUSKY FS,1709 QUEENSWAY,PRINCE GEORGE,BC,V2N 2Z9,no,600,2400,no,no,no,,no,,,no,no,,no,no,no,no,no,no,?,no,no,no,no,no,no,no,1,ALT09,yes,MS006,no,?,no,923797,R7,30,,100194943,,,,,,,,53.9084749,-122.7424234,yes,no
6526,102,SPISL,no,10 AVE HUSKY,HUSKY,(250)563-5650,(000)000-0000,10 AVE HUSKY ,999 CENTRAL ST W,PRINCE GEORGE,BC,V2M 3C8,no,700,2100,yes,no,yes,3,yes,Brush/Softcloth,,no,no,,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,1,ALT09,no,MS006,no,?,no,667231,R4,30,,,r813267,ERNT,131;,;,;,;,131;,53.917077,-122.782223,yes,no
6528,1909,BULKD,no,PRINCE GEORGE BP,HUSKY,(250)564-7600,(250)564-7041,DO NOT USE THIS ONE!!!,,PRINCE GEORGE,BC,V2L 4S8,no,800,1700,no,no,no,,no,,,no,no,,no,no,no,no,no,no,no,no,no,yes,yes,yes,no,no,19,ALT09,yes,MS000,no,?,no,807503,R5,30,,890256548RT,R098050,,,,,,,53.897995,-123.193752,yes,no
6541,347,SSERV,yes,PRINCE GEORGE HUSKY TC,HUSKY,(250)563-5225,(250)563-5459,PRINCE GEORGE HUSKY TC,1148 PACIFIC ST,PRINCE GEORGE,BC,V2N 2K8,yes,,,yes,yes,no,,no,,,no,no,Husky Route Commander,yes,no,yes,no,no,no,yes,no,no,yes,yes,yes,no,no,3,ALT01,no,MS006,no,yes,no,667317,R1,E30,,848936027RT,,,,,,,,53.87045783,-122.7352959,no,no
6570,1907,BULKD,yes,PRINCE GEORGE BP,HUSKY,(250)563-2855,(250)564-2978,PRINCE GEORGE BP,1059 EASTERN ST,PRINCE GEORGE,BC,V2N 5R8,no,800,1700,no,no,no,,no,,,no,no,,no,no,no,no,no,no,no,no,no,yes,yes,yes,no,no,19,ALT02,yes,MS000,no,?,no,521957,R5,E30,ECOD,855128583RT,1002-8403,,,,,,104;105;131;136;142;154;175;9104;9105;9131;9134;9136;9139;9154;9175;,53.878529,-122.742541,no,no
6628,1907,BULKD,yes,PG PARKHILL CL,HUSKY,(250)564-7600,(250)564-7041,PG PARKHILL CL,556 NORTH NECHAKO RD,PRINCE GEORGE,BC,V2N 2K8,yes,,,no,no,no,,no,,,no,no,Husky Route Commander,no,no,no,no,no,no,no,no,no,yes,yes,yes,?,?,19,ALT03,no,MS000,?,?,?,521957,R5,E30,ECOD,855128583RT,1002-8403,,,,,,131;175;9104;9131;9175;,53.931346,-122.780686,no,no
6629,1907,BULKD,yes,PG HART HWY CL,HUSKY,(250)564-7600,(250)564-7041,PG HART HWY CL,2180 NORANDA RD,PRINCE GEORGE,BC,V2L 4S8,yes,,,no,no,no,,no,,,no,no,Husky Route Commander,no,no,no,no,no,no,no,no,no,yes,yes,yes,?,?,19,ALT03,no,MS000,?,?,?,521957,R5,E30,ECOD,855128583RT,1002-8403,,,,,,131;154;175;9131;9175;,53.965572,-122.765717,no,no
6687,104,SSERV,yes,QUESNEL HUSKY,HUSKY,(250)992-7866,(250)992-8330,QUESNEL HUSKY ,498 FRONT ST,QUESNEL,BC,V2J 2K5,yes,,,yes,no,no,,no,,,no,no,,yes,no,no,no,no,no,yes,no,no,yes,yes,yes,no,no,1,ALT04,no,MS006,no,yes,no,667766,R7,E30,CONS,803345461RT,,ERNT,104;131;173;175;,;;;;, 1.00; 1.00; 1.00; 1.00;,;;;;,104;131;173;175;,52.97975042,-122.4982969,yes,no
6705,220,SSERV,yes,RADIUM HUSKY TC,HUSKY,(250)347-9811,(250)347-9881,RADIUM HUSKY TC,4918 HWY 93,RADIUM HOT SPRINGS,BC,V0A 1M0,no,700,2200,yes,yes,no,,no,,,no,no,no,yes,yes,no,no,no,no,yes,no,no,yes,yes,no,no,no,2,ALT01,no,MS006,no,yes,no,667905,R8,E30,CONS,819452459RT,,ERNT,103;104;105;131;,;;;;, 0.70; 0.70; 0.70; 0.70;,;;;;,103;104;105;131;,50.622321,-116.070897,yes,no
6708,103,FSERV,no,ED'S GARAGE,HUSKY,(250)772-3215,(250)772-5142,ED'S GARAGE,MILE 147 ALASKA HWY,PINK MOUNTAIN,BC,V0C 2B0,no,700,1800,no,no,no,,no,,,no,no,,no,no,no,no,no,no,?,no,no,yes,yes,yes,yes,no,1,ALT09,yes,MS006,no,?,no,413138,R4,30,,R102309788,621391,,,,,,,56.594673,-122.846813,yes,no
6711,1907,BULKD,yes,RAINBOW LAKE BP,HUSKY,(780)956-3444,(780)956-3627,RAINBOW LAKE BP ,25 MOBIL AVE,RAINBOW LAKE,AB,T0H 2Y0,no,800,1700,no,no,no,,no,,,no,no,Husky Route Commander,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,no,19,ALT02,no,MS000,no,no,no,752873,R2,E30,E15,100416452RT,,,,,,,104;121;131;136;154;175;9131;9134;9136;9154;,58.49694088,-119.4064855,no,no
6728,232,NOINC,no,RAPID CITY MB LANDBANK,HUSKY,(204)247-8847,             ,RAPID CITY MB LANDBANK,410 2 AVE,RAPID CITY,MB,R0K 1W0,?,0,2400,no,?,?,,?,,,?,?,,?,?,no,no,no,no,?,no,no,no,no,no,?,no,2,ALT09,yes,MS003,no,?,no,HOMKTG,R6,30,,807119482RT,mmgov-only,,,,,,,0,0,yes,no
6787,220,SSERV,yes,RED DEER HUSKY/SMITTY'S,HUSKY,(403)343-2691,(403)229-3899,RED DEER HUSKY/SMITTY'S,102 - 135 LEVA AVE,RED DEER,AB,T4E 1B2,no,600,2400,yes,yes,no,,no,,,no,no,,no,no,no,no,no,no,yes,no,no,yes,yes,yes,no,no,2,ALT04,no,MS007,no,yes,no,667807,R4,E30,ECOD,898490735RT,,ERNT,,,,,131;154;174;175;,52.21173924,-113.8142189,yes,no
6795,220,FSERV,yes,DOWNTOWN HUSKY MARKET,HUSKY,(403)346-1181,(403)346-3578,DOWNTOWN HUSKY MARKET ,4505 49 AVE,RED DEER,AB,T4N 3W7,no,600,2300,yes,no,yes,3,yes,Brush/Softcloth,,no,no,,yes,?,no,no,no,no,yes,no,yes,yes,yes,yes,no,no,2,ALT04,no,MS007,yes,yes,yes,667892,R7,E30,CONS,839715208RT,,ERNT,131;173;174;175;,;;;;, 1.00; 1.00; 1.00; 1.00;,;;;;,131;173;174;175;,52.26476577,-113.8113815,yes,no
6823,1901,BULKD,yes,REGINA BP,HUSKY,(306)721-6880,(306)721-3748,REGINA BP,210 MCDONALD ST N,REGINA,SK,S4N 5W3,no,800,1700,no,no,no,,no,,,no,no,Husky Route Commander,no,no,no,no,no,no,?,no,no,yes,yes,yes,no,no,19,ALT02,no,MS000,?,?,?,709550,R2,E30,E07,128724473RT,1524792,,,,,,104;131;154;164;174;175;9131;9154;,50.47939974,-104.5741523,no,yes
6827,344,SSERV,yes,REGINA HUSKY TC,HUSKY,(306)789-3477,(306)789-3060,REGINA HUSKY TC,1755 PRINCE OF WALES DR,REGINA,SK,S4Z 1A5,no,600,2200,yes,yes,no,,no,,,no,yes,Husky Route Commander,yes,yes,yes,yes,yes,yes,yes,no,no,yes,yes,yes,yes,no,3,ALT01,no,MS004,no,yes,no,667585,R1,E30,CONS,851801316RT,2458610,ERNT,131;164;173;174;175;, 0.70; 0.70;;;;, 0.70;; 0.70; 0.70; 0.70;, 1.00; 1.00;;;;,131;164;173;174;175;,50.449526,-104.53151,no,yes
6830,222,SSERV,no,KLEIN'S FOOD MART,HUSKY,(306)791-6362,(306)585-6175,KLEIN'S FOOD MART,1005 PASQUA ST,REGINA,SK,S4T 2K9,no,700,2300,yes,no,no,,no,,,no,no,,no,no,no,no,no,no,yes,no,no,no,yes,yes,no,no,2,ALT09,yes,MS004,no,?,no,513010,R4,ECOD,,120715263RT,EXEMPT,,,,,,,50.46206,-104.6409704,yes,no
6836,222,SSERV,no,ROCHDALE HUSKY,HUSKY,(306)791-6363,             ,ROCHDALE HUSKY,6887 ROCHDALE BLVD,REGINA,SK,S4X 2Z2,no,700,2400,yes,no,no,,no,,,no,no,,no,no,no,no,no,no,?,no,no,no,no,no,no,no,2,ALT09,yes,MS004,no,?,no,513010,R4,PREPAY,,120715263RT,EXEMPT,,,,,,,50.495765,-104.669464,yes,no
6838,344,SSERV,yes,REGINA HUSKY TC,HUSKY,(306)789-9808,(306)789-0037,REGINA HUSKY TC,1755 PRINCE OF WALES DR,REGINA,SK,S4Z 1A5,no,600,2200,yes,yes,no,,no,,,no,yes,Husky Route Commander,yes,yes,yes,yes,yes,yes,yes,no,no,yes,yes,yes,yes,no,3,ALT01,no,MS004,no,yes,no,667585,R1,E30,,851801316RT,2458610,,,,,,,50.44710617,-104.5333169,no,no
6859,102,SSERV,yes,RICHMOND HUSKY,HUSKY,(604)270-3822,(604)270-3822,RICHMOND HUSKY,8011 NO 3 RD,RICHMOND,BC,V6Y 2E4,no,600,2300,yes,no,no,,yes,Touchless,,no,no,,yes,no,no,no,no,no,yes,no,no,yes,yes,yes,yes,no,1,ALT04,no,MS001,no,yes,no,667860,R4,E30,CONS,843144361RT,,ERNT,104;131;175;, 1.00; 1.00; 1.00;,;;;,;;;,104;131;175;,49.15560752,-123.1368183,yes,no
6896,1901,BULKD,yes,ROCKY MOUNTAIN HOUSE BP,HUSKY,(403)845-5033,(403)845-7301,ROCKY MOUNTAIN HOUSE BP,HWY 11A W,ROCKY MT HOUSE,AB,T4T 1A5,no,600,2000,yes,no,no,,no,,,no,no,other cardlock system,no,no,no,no,no,no,no,no,no,yes,yes,no,yes,no,19,ALT02,yes,MS000,no,no,no,666894,R2,E30,E05,896280005RT,L 000161,,,,,,104;131;154;175;9131;9139;9154;9175;,52.374067,-114.927349,no,no
6897,229,SSERV,no,ROCKY MTN HUSKY/MAC'S,HUSKY,(403)845-2644,(416)609-7161,ROCKY MTN HUSKY/MAC'S,5107 46 ST,ROCKY MOUNTAIN HOUSE,AB,T4T 1A1,no,500,2300,yes,no,no,,no,,,no,no,,no,no,no,no,no,no,yes,no,no,no,yes,yes,no,no,2,ALT09,yes,MS007,no,no,no,667112,R4,PREPAY,,104855408RT,,,,,,,,52.37661962,-114.9128947,yes,no
7001,1906,BULKD,yes,WINNIPEG BISON CL,HUSKY,(204)233-0848,(204)235-1517,WINNIPEG BISON CL,1051 SHERWIN RD,WINNIPEG,MB,R3H 0T8,yes,,,no,no,no,,no,,,no,no,private Route Commander,?,?,no,no,no,no,?,no,no,yes,no,no,?,no,19,ALT03,?,MS000,?,?,?,512343,R3,E30,E07,102412731RT,439894-7,E07,,,,,131;154;9131;9139;9154;,49.908994,-97.211623,no,no
7002,1906,BULKD,yes,WINNIPEG KENASTON CL,HUSKY,(204)233-0848,(204)235-1517,WINNIPEG KENASTON CL,25 LOWSON CRES,WINNIPEG,MB,R3P 0T3,yes,,,no,no,no,,no,,,no,no,Husky Route Commander,?,?,no,no,no,no,?,no,no,yes,yes,yes,?,no,19,ALT03,?,MS000,?,?,?,512343,R3,E30,E07,102412731RT,439894-7,E07,,,,,105;131;154;175;,49.839934,-97.208598,no,no
7011,222,SSERV,yes,ELLICE HUSKY MARKET,HUSKY,(204)774-4070,(204)219-0627,ELLICE HUSKY MARKET,805 ELLICE AVE,WINNIPEG,MB,R3G 0C1,yes,,,yes,no,no,,no,,,no,no,,yes,no,no,no,no,no,yes,no,no,yes,yes,yes,yes,no,2,ALT04,no,MS005,yes,yes,no,667889,R4,E30,CONS,897473062RT,,ERNT,131;174;175;, 1.00; 1.00; 1.00;,;;;,;;;,131;174;175;,49.89331421,-97.16856427,yes,no
7012,222,SSERV,yes,ARCHIBALD HUSKY,HUSKY,(204)237-5625,(000)000-0000,ARCHIBALD HUSKY,235 ARCHIBALD,WINNIPEG,MB,R2J 0W5,no,730,2200,yes,no,yes,5,yes,Wand Wash,,no,no,,yes,no,no,no,no,no,yes,no,yes,yes,yes,yes,yes,no,2,ALT04,no,MS005,no,?,yes,667889,R4,E30,CONS,897473062RT,,ERNT,131;173;174;175;,;;;;, 1.00; 1.00; 1.00; 1.00;,;;;;,131;173;174;175;,49.894369,-97.104737,yes,no
7016,106,SSERV,yes,ST. ALBERT HUSKY & WANDWASH,HUSKY,(780)459-4104,(780)459-4104,ST. ALBERT HUSKY & WANDWASH,10 INGLEWOOD DR,ST. ALBERT,AB,T8N 5E2,no,700,2200,yes,no,no,,yes,Wand Wash,,no,no,,no,no,no,no,no,no,yes,no,no,yes,yes,yes,no,no,1,ALT04,no,MS007,no,yes,no,668009,R7,E30,CONS,751030123RT,,ERNT,131;173;174;175;,;;;;, 1.00; 1.00; 1.00; 1.00;,;;;;,131;173;174;175;,53.64747204,-113.624226,yes,no
7017,229,SSERV,no,ST. ALBERT HUSKY/MAC'S,HUSKY,(780)459-7355,(416)291-4947,ST. ALBERT HUSKY/MAC'S,2 SIR WINSTON CHURCHILL AVE,ST ALBERT,AB,T8N 3T6,yes,,,yes,no,no,,no,,,no,no,,no,no,no,no,no,no,yes,no,no,no,yes,yes,no,no,2,ALT09,yes,MS007,no,no,no,991554,R7,30,,,,,,,,,,53.615129,-113.638675,yes,no
7038,349,FSERV,yes,SPENCERVILLE HUSKY,HUSKY,(613)925-5158,(613)925-2549,SPENCERVILLE HUSKY,2025 COUNTY ROAD 44,SPENCERVILLE,ON,K0E 1X0,yes,,,yes,yes,no,,no,,,no,no,Husky Route Commander,no,no,no,no,yes,no,yes,no,no,yes,yes,yes,no,no,3,ALT04,no,MS010,no,yes,no,667903,R4,E30,ECOD,811702224RT,,ERNT,,,,,104;131;175;,44.75982,-75.4833341,no,no
7050,222,FSERV,yes,CHIPMAN STREET HUSKY,HUSKY,(807)468-5243,(807)468-9254,CHIPMAN STREET HUSKY,8 CHIPMAN ST,KENORA,ON,P9N 1V6,no,600,2300,yes,no,no,,no,,,no,no,,yes,no,no,no,no,no,yes,no,no,yes,yes,yes,no,no,2,ALT04,no,MS011,no,yes,no,667945,R7,PREPAY,CONS,821188778RT,,ERNT,104;131;173;175;, 1.00; 1.00; 1.00; 1.00;,;;;;,;;;;,104;131;173;175;,49.76663214,-94.48832685,yes,no
7052,222,FSERV,yes,DAUPHIN HUSKY,HUSKY,(204)638-8249,(204)638-9656,DAUPHIN HUSKY,222 MAIN ST,DAUPHIN,MB,R7N 1K6,no,700,2300,yes,no,no,,no,,,no,no,,yes,no,no,no,no,no,yes,no,no,yes,yes,yes,no,no,2,ALT04,no,MS009,no,yes,yes,667748,R7,E30,CONS,803101112RT,,ERNT,131;175;, 1.00; 1.00;,;;,;;,131;175;,51.147427,-100.051494,yes,no
7060,342,SSERV,yes,DRYDEN MOHAWK,HUSKY,(807)223-5243,(807)223-8603,DRYDEN MOHAWK,264 GOVERNMENT ST,DRYDEN,ON,P8N 2R5,yes,,,yes,no,no,,yes,Wand Wash,,yes,no,,yes,no,no,no,no,no,yes,no,no,no,yes,yes,no,no,3,ALT04,no,MS011,no,yes,yes,251280,R1,30,CONS,120933072RT,CERTIFICATE,ERNT,104;175;,;;, 1.00; 1.00;,;;,104;175;,49.78670012,-92.84002389,yes,no
7065,342,SSERV,yes,18 ST HUSKY,HUSKY,(204)725-2999,(204)725-2999,18 ST HUSKY,227 18 ST N,BRANDON,MB,R7A 5A6,no,600,2300,yes,no,no,,no,,,no,no,,yes,no,no,no,no,no,yes,no,no,yes,yes,yes,no,no,3,ALT04,no,MS009,no,yes,yes,667911,R7,E30,CONS,843194473RT,,ERNT,131;173;174;175;, 1.00; 1.00; 1.00; 1.00;,;;;;,;;;;,131;173;174;175;,49.85500173,-99.96170962,yes,no
7094,343,FSERV,no,GLENBORO MOHAWK,MOHAWK,(204)827-2112,(204)827-2871,GLENBORO MOHAWK,HWY 2,GLENBORO,MB,R0K 0X0,no,830,2100,yes,no,yes,1,no,,,no,no,,no,no,no,no,no,no,yes,no,yes,yes,yes,yes,yes,no,3,ALT09,yes,MS009,no,?,no,203919,R7,PREPAY,,,4032179,,,,,,,49.558517,-99.289404,yes,no
7097,222,SSERV,yes,N MAIN WINNIPEG,HUSKY,(204)338-3785,             ,N MAIN WINNIPEG,1656 MAIN ST,WINNIPEG,MB,R2V 1Y9,yes,,,yes,no,no,,no,,,no,no,,yes,no,no,no,no,no,yes,no,no,yes,yes,yes,no,no,2,ALT04,no,MS005,no,yes,yes,667902,R7,30,CONS,852108158RT,,ERNT,131;173;174;175;, 1.00; 1.00; 1.00; 1.00;,;;;;,;;;;,131;173;174;175;,49.93303262,-97.12102555,yes,no
7099,222,SSERV,yes,KEEWATIN HM,HUSKY,(204)694-4937,(204)632-6424,KEEWATIN HUSKY MARKET,80 KEEWATIN ST,WINNIPEG,MB,R3E 3C5,yes,,,yes,no,no,,no,Brush/Softcloth,,no,no,,yes,no,no,no,no,yes,yes,no,no,yes,yes,yes,yes,no,2,ALT04,no,MS005,yes,yes,no,667902,R7,E30,CONS,852108158RT,,ERNT,131;173;174;175;, 1.00; 1.00; 1.00; 1.00;,;;;;,;;;;,131;173;174;175;,49.92074579,-97.19522035,yes,no
7110,222,SSERV,no,LOCKPORT MOHAWK,MOHAWK,(204)757-2252,(204)774-4070,LOCKPORT MOHAWK,100 5759 HWY 9,LOCKPORT,MB,R1A 2R6,no,700,2300,yes,no,no,,no,,,no,no,,yes,no,no,no,no,no,yes,no,no,yes,yes,yes,yes,no,2,ALT09,no,MS009,no,?,yes,667899,R7,E30,,811588276RT,,ERNT,,,,,,50.082401,-96.942084,yes,no
7113,349,FSERV,yes,ST. CATHARINES HUSKY TC,HUSKY,(905)684-1128,(905)684-1997,ST. CATHARINES HUSKY TC ,615 YORK RD ,NIA ON THE LAKE,ON,L0S 1J0,yes,,,yes,yes,yes,2,no,,,no,no,Husky Route Commander,yes,no,yes,no,no,yes,?,no,yes,yes,yes,yes,no,no,3,ALT01,no,MS010,no,yes,yes,845099,R1,E30,CONS,104885132RT,CERTIFICATE,ERNT,104;131;164;173;175;9131;, 0.70; 0.70; 0.70; 0.70; 0.70; 0.70;,;;;;;;,; 1.00; 1.00;; 1.00; 1.00;,104;131;164;173;175;9131;,43.15662,-79.15518288,no,yes
7114,349,FSERV,yes,ST. CATHARINES HUSKY TC,HUSKY,(905)684-1128,(905)684-1997,ST. CATHARINES HUSKY TC ,615 YORK RD ,NIA ON THE LAKE,ON,L0S 1J0,yes,,,yes,yes,yes,2,no,,,no,no,Husky Route Commander,yes,no,yes,no,no,yes,?,no,yes,yes,yes,yes,no,no,3,ALT01,no,MS010,no,yes,yes,845099,R1,E30,,104885132RT,CERTIFICATE,,,,,,,43.16617065,-79.19236912,no,no
7119,222,SSERV,yes,MARION HUSKY,HUSKY,(204)231-5997,(204)232-5997,MARION HUSKY ,1011 MARION ST,WINNIPEG,MB,R2J 0K9,no,500,2300,yes,no,no,,no,,,no,no,,yes,no,no,no,no,no,yes,no,no,yes,yes,yes,no,no,2,ALT04,no,MS005,no,yes,yes,667889,R4,30,CONS,897473062RT,,ERNT,131;173;174;175;,;;;;, 1.00; 1.00; 1.00; 1.00;,;;;;,131;173;174;175;,49.88197524,-97.0752796,yes,no
7120,107,SPISL,yes,ST. PAUL HUSKY/MAC'S,HUSKY,(780)645-2899,(416)609-7161,ST. PAUL HUSKY/MAC'S,4447 50 AVE,ST PAUL,AB,T0A 3A0,no,500,2400,yes,no,no,,no,,,no,no,,no,no,no,no,no,no,yes,no,no,no,yes,yes,no,no,1,ALT04,yes,MS007,no,?,no,939660,R4,30,15,104855408RT,,,,,,,174;175;,53.9913049,-111.2824298,yes,no
7125,1909,BULKD,no,ST. BENEDICT BP,HUSKY,(306)752-2658,(306)752-2658,ST. BENEDICT BP,HWY 20,ST BENEDICT,SK,S0K 3T0,no,800,1700,no,no,no,,no,,,no,no,,no,no,no,no,no,no,?,no,no,yes,yes,yes,no,no,19,ALT09,?,MS000,?,?,?,73262,R2,DUEN,,R102790839,1277540,,,,,,,52.424606,-105.268638,yes,no
7140,222,FSERV,yes,MINNEDOSA SC,HUSKY,(204)867-2882,(204)867-5814,MINNEDOSA SC,142 MAIN ST N,MINNEDOSA,MB,R0J 1E0,no,700,2200,yes,no,yes,2,no,,,no,no,,no,no,no,no,no,no,no,no,yes,yes,yes,yes,no,no,2,ALT04,yes,MS009,no,no,no,808402,R7,E30,ECOD,887800217RT,596788-0,ERNT,,,,,131;154;175;,50.242817,-99.862564,yes,no
7147,342,FSERV,yes,MORRIS HUSKY,HUSKY,(204)746-8999,(204)746-6656,MORRIS HUSKY,HWY 75 & STAMPEDE DR,MORRIS,MB,R0G 1K0,yes,,,yes,yes,no,,no,,,no,no,Husky Route Commander,no,no,yes,no,no,no,yes,no,no,yes,yes,yes,no,no,3,ALT04,no,MS009,no,?,no,666958,R7,E30,ECOD,856549100RT,,,,,,,131;154;175;,49.343451,-97.36665,no,no
